time,icao_a,icao_b,callsign_a,callsign_b,horizontal_dist_nm,vertical_dist_ft,severity,lat_midpoint,lon_midpoint,risk_score,closing_speed
1773422274.0,a0bcb2,ab9b9d,AAL810,UAL539,1.329,650.0,ADVISORY,32.8825,-97.04050000000001,33.93,6.504472691011226
1773422274.0,a0bcb2,a0bcb2,AAL810,AAL810,0.0,0.0,CRITICAL,32.8893,-97.0509,80.0,0.0
1773422274.0,a0bcb2,acdbee,AAL810,AAL2845,1.137,425.0,WARNING,32.894400000000005,-97.0414,50.13,-99.03839583064921
1773422274.0,abe501,abe501,SWA2471,SWA2471,0.0,0.0,CRITICAL,32.038,-96.7293,80.0,0.0
1773422274.0,acc8d1,acc8d1,N9226Q,N9226Q,0.0,0.0,CRITICAL,32.2936,-97.6977,80.0,0.0
1773422274.0,a3bc0b,a3bc0b,N34MC,N34MC,0.0,0.0,CRITICAL,32.1638,-96.9569,80.0,0.0
1773422274.0,ac9b48,a7ea3f,N911KE,N609SA,2.497,500.0,ADVISORY,33.01515,-96.556,25.03,-54.059899795793775
1773422274.0,ac9b48,ac9b48,N911KE,N911KE,0.0,0.0,CRITICAL,33.035,-96.5486,80.0,0.0
1773422274.0,a05b92,a05b92,N122EP,N122EP,0.0,0.0,CRITICAL,32.6484,-96.9007,80.0,0.0
1773422274.0,ac667a,ac667a,N89878,N89878,0.0,0.0,CRITICAL,33.1254,-97.678,80.0,0.0
1773422274.0,a5b59d,a5b59d,SWA1983,SWA1983,0.0,0.0,CRITICAL,32.7554,-96.7912,80.0,0.0
1773422274.0,a9def3,a9def3,N735PR,N735PR,0.0,0.0,CRITICAL,32.6933,-97.6582,80.0,0.0
1773422274.0,ad6cb1,a7eb0c,TRF564,N6090F,1.499,750.0,ADVISORY,32.72325,-96.25739999999999,30.01,-17.644033533817357
1773422274.0,ad6cb1,ad6cb1,TRF564,TRF564,0.0,0.0,CRITICAL,32.7327,-96.2477,80.0,0.0
1773422274.0,ad6cb1,a7eb0c,TRF564,N6090F,1.499,750.0,ADVISORY,32.72325,-96.25739999999999,30.01,-17.644033533817357
1773422274.0,ac53f8,ac53f8,SWA1919,SWA1919,0.0,0.0,CRITICAL,32.5033,-96.9358,80.0,0.0
1773422274.0,a146f1,acf4c7,SWA22,N934CR,0.006,50.0,CRITICAL,32.86455,-96.8652,78.94,-32.00501289082503
1773422274.0,a146f1,adb434,SWA22,N982ST,0.643,100.0,CRITICAL,32.85915,-96.86485,76.39,144.65815063540043
1773422274.0,a146f1,a2c27e,SWA22,SWA1274,1.792,550.0,WARNING,32.875150000000005,-96.87765,41.08,-11.288250328654819
1773422274.0,a146f1,a146f1,SWA22,SWA22,0.0,0.0,CRITICAL,32.8645,-96.8652,80.0,0.0
1773422274.0,a146f1,acf4c7,SWA22,N934CR,0.006,50.0,CRITICAL,32.86455,-96.8652,78.94,-32.00501289082503
1773422274.0,a146f1,adb434,SWA22,N982ST,0.643,100.0,CRITICAL,32.85915,-96.86485,76.39,144.65815063540043
1773422274.0,a791c0,a791c0,AAL2369,AAL2369,0.0,0.0,CRITICAL,33.3183,-97.5213,80.0,0.0
1773422274.0,a91ab7,a91ab7,NKS1121,NKS1121,0.0,0.0,CRITICAL,33.0151,-96.9138,80.0,0.0
1773422274.0,a43357,a43357,N37VK,N37VK,0.0,0.0,CRITICAL,32.1829,-97.0184,80.0,0.0
1773422274.0,a13501,a13501,AAL1514,AAL1514,0.0,0.0,CRITICAL,32.4767,-96.5548,80.0,0.0
1773422274.0,a97187,a97187,N7074V,N7074V,0.0,0.0,CRITICAL,32.6407,-97.4538,80.0,0.0
1773422274.0,a1c05d,a1c05d,UCA4331,UCA4331,0.0,0.0,CRITICAL,33.3621,-96.7346,80.0,0.0
1773422274.0,a7eb0c,ad6cb1,N6090F,TRF564,1.499,750.0,ADVISORY,32.72325,-96.25739999999999,30.01,-17.666899895959077
1773422274.0,a7eb0c,a7eb0c,N6090F,N6090F,0.0,0.0,CRITICAL,32.7138,-96.2671,80.0,0.0
1773422274.0,aa733b,aa733b,SWA696,SWA696,0.0,0.0,CRITICAL,32.7243,-96.5868,80.0,0.0
1773422274.0,a01129,a01129,N103PL,N103PL,0.0,0.0,CRITICAL,32.1987,-97.0764,80.0,0.0
1773422274.0,a92ac4,ad081a,N690AP,N939LH,2.532,850.0,ADVISORY,32.68,-96.8445,21.83,124.59274892592967
1773422274.0,a92ac4,a4ea9d,N690AP,N416CA,0.938,900.0,ADVISORY,32.690200000000004,-96.85755,33.35,21.824189759679818
1773422274.0,a92ac4,a92ac4,N690AP,N690AP,0.0,0.0,CRITICAL,32.6896,-96.8668,80.0,0.0
1773422274.0,a31c16,a31c16,N3QZ,N3QZ,0.0,0.0,CRITICAL,32.0738,-96.1993,80.0,0.0
1773422274.0,aa0a6e,aa0a6e,SKW6433,SKW6433,0.0,0.0,CRITICAL,33.2596,-97.2201,80.0,0.0
1773422274.0,a06bd8,a23b90,N126VA,N243EH,1.032,200.0,WARNING,32.964150000000004,-97.32464999999999,55.68,-7.244995129149901
1773422274.0,a06bd8,a46665,N126VA,NWX382,1.38,600.0,ADVISORY,32.964,-97.32974999999999,34.2,-97.98848931255634
1773422274.0,a06bd8,a06bd8,N126VA,N126VA,0.0,0.0,CRITICAL,32.9571,-97.3188,80.0,0.0
1773422274.0,a06bd8,a23b90,N126VA,N243EH,1.032,200.0,WARNING,32.964150000000004,-97.32464999999999,55.68,-7.244995129149901
1773422274.0,ab3dc3,ab3dc3,UAL1350,UAL1350,0.0,0.0,CRITICAL,33.1669,-97.0755,80.0,0.0
1773422274.0,ac6596,ac6596,SWA1570,SWA1570,0.0,0.0,CRITICAL,32.3824,-96.1508,80.0,0.0
1773422274.0,a5a106,ac9e2b,N46198,N912AT,0.991,25.0,WARNING,32.93245,-97.4137,59.59,-11.88868031940495
1773422274.0,a5a106,a5a106,N46198,N46198,0.0,0.0,CRITICAL,32.9394,-97.419,80.0,0.0
1773422274.0,a5a106,ac9e2b,N46198,N912AT,0.991,25.0,WARNING,32.93245,-97.4137,59.59,-11.88868031940495
1773422274.0,86831e,86831e,JAL11,JAL11,0.0,0.0,CRITICAL,33.0885,-97.9963,80.0,0.0
1773422274.0,a23d25,a23d25,SWA3160,SWA3160,0.0,0.0,CRITICAL,33.1768,-96.7841,80.0,0.0
1773422274.0,acb9c6,acb9c6,N919TC,N919TC,0.0,0.0,CRITICAL,32.3168,-96.0753,80.0,0.0
1773422274.0,a44983,a44983,UAL686,UAL686,0.0,0.0,CRITICAL,32.1348,-97.2626,80.0,0.0
1773422274.0,acf4c7,adb434,N934CR,N982ST,0.649,150.0,CRITICAL,32.8592,-96.86485,74.21,111.05573833509432
1773422274.0,acf4c7,a2c27e,N934CR,SWA1274,1.788,500.0,WARNING,32.87520000000001,-96.87765,43.21,32.56013979316383
1773422274.0,acf4c7,a146f1,N934CR,SWA22,0.006,50.0,CRITICAL,32.86455,-96.8652,78.94,-32.005012890825036
1773422274.0,acf4c7,acf4c7,N934CR,N934CR,0.0,0.0,CRITICAL,32.8646,-96.8652,80.0,0.0
1773422274.0,acf4c7,adb434,N934CR,N982ST,0.649,150.0,CRITICAL,32.8592,-96.86485,74.21,111.05573833509432
1773422274.0,a9d6a5,a9d6a5,N733ES,N733ES,0.0,0.0,CRITICAL,33.3148,-97.3387,80.0,0.0
1773422274.0,a7a9c5,a7a9c5,JIA5037,JIA5037,0.0,0.0,CRITICAL,32.2749,-96.1957,80.0,0.0
1773422274.0,adb434,a2c27e,N982ST,SWA1274,2.315,650.0,ADVISORY,32.8698,-96.8773,28.1,127.37989145322558
1773422274.0,adb434,a146f1,N982ST,SWA22,0.643,100.0,CRITICAL,32.85915,-96.86485,76.39,144.65797752546834
1773422274.0,adb434,acf4c7,N982ST,N934CR,0.649,150.0,CRITICAL,32.8592,-96.86485,74.21,111.05575182864722
1773422274.0,adb434,adb434,N982ST,N982ST,0.0,0.0,CRITICAL,32.8538,-96.8645,80.0,0.0
1773422274.0,a9b193,a9b193,N72338,N72338,0.0,0.0,CRITICAL,33.1722,-96.8674,80.0,0.0
1773422274.0,aca94b,aca94b,AAL1321,AAL1321,0.0,0.0,CRITICAL,32.753,-97.2123,80.0,0.0
1773422274.0,a9d837,a9af67,N733WU,CXK533,2.631,675.0,ADVISORY,32.6798,-97.07185000000001,20.19,-48.699944522990435
1773422274.0,a9d837,a20132,N733WU,N22808,2.624,550.0,ADVISORY,32.679050000000004,-97.07169999999999,22.76,-22.184183564264842
1773422274.0,a9d837,acf261,N733WU,N933SC,2.326,150.0,ADVISORY,32.700199999999995,-97.0399,33.74,-25.782678018574536
1773422274.0,a9d837,a9d837,N733WU,N733WU,0.0,0.0,CRITICAL,32.6815,-97.0459,80.0,0.0
1773422274.0,aab5f3,a25ba7,N79CW,EPI251,1.118,425.0,WARNING,32.95615,-96.73095,55.71,161.59493697206005
1773422274.0,aab5f3,aab5f3,N79CW,N79CW,0.0,0.0,CRITICAL,32.9484,-96.7248,80.0,0.0
1773422274.0,a28191,a28191,CXK337,CXK337,0.0,0.0,CRITICAL,33.1462,-96.5355,80.0,0.0
1773422274.0,acdbee,a52e50,AAL2845,AAL1908,1.918,275.0,ADVISORY,32.91235,-97.0432,38.9,107.2578477345983
1773422274.0,acdbee,a0bcb2,AAL2845,AAL810,1.137,425.0,WARNING,32.894400000000005,-97.0414,50.13,-99.01217323570535
1773422274.0,acdbee,acdbee,AAL2845,AAL2845,0.0,0.0,CRITICAL,32.8995,-97.0319,80.0,0.0
1773422274.0,a12215,a5bb0b,N172RC,N469AA,2.322,675.0,ADVISORY,33.2381,-97.40435,23.28,-75.91108502774148
1773422274.0,a12215,a12215,N172RC,N172RC,0.0,0.0,CRITICAL,33.2189,-97.4071,80.0,0.0
1773422274.0,a23b90,a46665,N243EH,NWX382,0.514,400.0,WARNING,32.971050000000005,-97.3356,56.86,-86.5056287535707
1773422274.0,a23b90,a06bd8,N243EH,N126VA,1.032,200.0,WARNING,32.964150000000004,-97.32464999999999,55.68,-7.243622981601986
1773422274.0,a23b90,a23b90,N243EH,N243EH,0.0,0.0,CRITICAL,32.9712,-97.3305,80.0,0.0
1773422274.0,a2b885,aaa7b5,N2746C,N786KD,0.366,225.0,CRITICAL,32.76065,-96.53014999999999,71.84,-28.01758223651531
1773422274.0,a2b885,a2b885,N2746C,N2746C,0.0,0.0,CRITICAL,32.7637,-96.5301,80.0,0.0
1773422274.0,a18403,ab9b9d,AAL2050,UAL539,2.263,875.0,ADVISORY,32.859049999999996,-97.04060000000001,19.87,-31.910222055669216
1773422274.0,a18403,a18403,AAL2050,AAL2050,0.0,0.0,CRITICAL,32.8424,-97.0511,80.0,0.0
1773422274.0,adbdf7,adbdf7,CAP4228,CAP4228,0.0,0.0,CRITICAL,33.1617,-96.438,80.0,0.0
1773422274.0,adb260,adb260,N9818W,N9818W,0.0,0.0,CRITICAL,33.0605,-96.2243,80.0,0.0
1773422274.0,a001a9,a001a9,N1SY,N1SY,0.0,0.0,CRITICAL,32.762,-96.3862,80.0,0.0
1773422274.0,a121ec,a121ec,N172PM,N172PM,0.0,0.0,CRITICAL,33.1637,-96.5902,80.0,0.0
1773422274.0,a8fd3c,a8fd3c,AAL896,AAL896,0.0,0.0,CRITICAL,32.9812,-97.0258,80.0,0.0
1773422274.0,ad14a3,ad14a3,AAL2671,AAL2671,0.0,0.0,CRITICAL,33.1186,-96.9391,80.0,0.0
1773422274.0,a90a29,a90a29,N6816S,N6816S,0.0,0.0,CRITICAL,33.3724,-96.4697,80.0,0.0
1773422274.0,a7f6bf,a7f6bf,LXJ612,LXJ612,0.0,0.0,CRITICAL,33.1363,-97.6454,80.0,0.0
1773422274.0,adb2bd,aa34d0,N982BT,N757HY,2.642,575.0,ADVISORY,33.38085,-97.33275,23.82,52.09063934465654
1773422274.0,adb2bd,adb2bd,N982BT,N982BT,0.0,0.0,CRITICAL,33.3766,-97.3586,80.0,0.0
1773422274.0,a5198f,a5198f,N428CF,N428CF,0.0,0.0,CRITICAL,33.0438,-96.8379,80.0,0.0
1773422274.0,a84057,a84057,N63017,N63017,0.0,0.0,CRITICAL,32.7109,-96.156,80.0,0.0
1773422274.0,a72078,a72078,SGE67,SGE67,0.0,0.0,CRITICAL,32.9973,-97.4921,80.0,0.0
1773422274.0,a06560,a06560,N1243S,N1243S,0.0,0.0,CRITICAL,33.1937,-97.5407,80.0,0.0
1773422274.0,ac9e2b,a5a106,N912AT,N46198,0.991,25.0,WARNING,32.93245,-97.4137,59.59,-11.888491062551777
1773422274.0,ac9e2b,ac9e2b,N912AT,N912AT,0.0,0.0,CRITICAL,32.9255,-97.4084,80.0,0.0
1773422274.0,a04b96,a04b96,N118TB,N118TB,0.0,0.0,CRITICAL,32.5004,-96.9353,80.0,0.0
1773422274.0,a9e8c8,a9e8c8,N738AE,N738AE,0.0,0.0,CRITICAL,33.0909,-96.3489,80.0,0.0
1773422274.0,a72bda,a72bda,JIA5406,JIA5406,0.0,0.0,CRITICAL,33.0809,-97.0803,80.0,0.0
1773422274.0,a3917e,a2ce8d,N329TX,N280FW,1.291,575.0,WARNING,32.835499999999996,-97.35114999999999,48.62,90.98955960109485
1773422274.0,a9af67,a20132,CXK533,N22808,0.091,125.0,CRITICAL,32.677350000000004,-97.09765,76.59,-0.3739177996721419
1773422274.0,a9af67,a63c08,CXK533,N500XL,2.336,975.0,ADVISORY,32.66465,-97.1145,20.06,87.65521215650875
1773422274.0,a9af67,a9d837,CXK533,N733WU,2.631,675.0,ADVISORY,32.6798,-97.07185000000001,20.19,-48.697107918270994
1773422274.0,aaa7b5,a2b885,N786KD,N2746C,0.366,225.0,CRITICAL,32.76065,-96.53014999999999,71.84,-28.017581661539886
1773422274.0,aaf70f,a7299c,N8052A,N5602V,0.644,150.0,CRITICAL,33.09505,-96.0698,73.0,73.23935708011156
1773422274.0,a2c27e,a146f1,SWA1274,SWA22,1.792,550.0,WARNING,32.875150000000005,-96.87765,41.08,-11.289278462107116
1773422274.0,a2c27e,acf4c7,SWA1274,N934CR,1.788,500.0,WARNING,32.87520000000001,-96.87765,43.21,32.55885547516313
1773422274.0,a2c27e,adb434,SWA1274,N982ST,2.315,650.0,ADVISORY,32.8698,-96.8773,28.1,127.3658553276961
1773422274.0,a52e50,a0bcb2,AAL1908,AAL810,2.163,150.0,ADVISORY,32.90725,-97.0527,35.37,-38.878486073598935
1773422274.0,a52e50,acdbee,AAL1908,AAL2845,1.918,275.0,ADVISORY,32.91235,-97.0432,38.89,107.23954666529967
1773422274.0,ad081a,a4ea9d,N939LH,N416CA,1.8,50.0,WARNING,32.6806,-96.83525,51.78,23.39185609478475
1773422274.0,ad081a,a92ac4,N939LH,N690AP,2.532,850.0,ADVISORY,32.68,-96.8445,21.83,124.6471647976787
1773422274.0,a819f5,a9dc3d,N621AA,N734ZY,2.434,250.0,ADVISORY,33.237049999999996,-97.1252,30.66,-64.90647466670005
1773422274.0,a819f5,a81b3a,N621AA,N621PA,1.833,175.0,ADVISORY,33.21405,-97.14425,38.17,-24.207760826210592
1773422274.0,aa34d0,adb2bd,N757HY,N982BT,2.642,575.0,ADVISORY,33.38085,-97.33275,23.82,52.07498151366123
1773422274.0,a20132,a63c08,N22808,N500XL,2.286,850.0,ADVISORY,32.6639,-97.11435,22.11,59.18875732242442
1773422274.0,a20132,a9d837,N22808,N733WU,2.624,550.0,ADVISORY,32.679050000000004,-97.07169999999999,22.76,-22.180029871595043
1773422274.0,a7ea3f,a64310,N609SA,N502TJ,2.285,600.0,ADVISORY,32.978300000000004,-96.5736,28.12,88.96938901027738
1773422274.0,a7ea3f,ac9b48,N609SA,N911KE,2.497,500.0,ADVISORY,33.01515,-96.556,25.03,-54.06198401022799
1773422274.0,a25ba7,aab5f3,EPI251,N79CW,1.118,425.0,WARNING,32.95615,-96.73095,55.71,161.61758978796053
1773422274.0,ab9b9d,a0bcb2,UAL539,AAL810,1.329,650.0,ADVISORY,32.8825,-97.04050000000001,33.93,6.505473451181032
1773422274.0,ab9b9d,a18403,UAL539,AAL2050,2.263,875.0,ADVISORY,32.859049999999996,-97.04060000000001,19.87,-31.907757920290273
1773422274.0,a5bb0b,a12215,N469AA,N172RC,2.322,675.0,ADVISORY,33.2381,-97.40435,23.28,-75.92009350699006
1773422274.0,a46665,a06bd8,NWX382,N126VA,1.38,600.0,ADVISORY,32.964,-97.32974999999999,34.2,-97.98975189937414
1773422274.0,a46665,a23b90,NWX382,N243EH,0.514,400.0,WARNING,32.971050000000005,-97.3356,56.86,-86.50136124247754
1773422274.0,a4ea9d,a92ac4,N416CA,N690AP,0.938,900.0,ADVISORY,32.690200000000004,-96.85755,33.35,21.851945725365866
1773422274.0,acf261,a9d837,N933SC,N733WU,2.326,150.0,ADVISORY,32.700199999999995,-97.0399,33.74,-25.763956756872027
1773422274.0,a0bcb2,acdbee,AAL810,AAL2845,1.137,425.0,WARNING,32.894400000000005,-97.0414,50.13,-99.03839583064921
1773422274.0,ad6cb1,a7eb0c,TRF564,N6090F,1.499,750.0,ADVISORY,32.72325,-96.25739999999999,30.01,-17.644033533817357
1773422274.0,a146f1,acf4c7,SWA22,N934CR,0.006,50.0,CRITICAL,32.86455,-96.8652,78.94,-32.00501289082503
1773422274.0,a146f1,adb434,SWA22,N982ST,0.643,100.0,CRITICAL,32.85915,-96.86485,76.39,144.65815063540043
1773422274.0,a06bd8,a23b90,N126VA,N243EH,1.032,200.0,WARNING,32.964150000000004,-97.32464999999999,55.68,-7.244995129149901
1773422274.0,a5a106,ac9e2b,N46198,N912AT,0.991,25.0,WARNING,32.93245,-97.4137,59.59,-11.88868031940495
1773422274.0,acf4c7,adb434,N934CR,N982ST,0.649,150.0,CRITICAL,32.8592,-96.86485,74.21,111.05573833509432
